时间,一年期收益率,三年期收益率,五年期收益率,十年期收益率
2014/9/24,0.037819,0.03871,0.039363,0.040425
2014/9/23,0.037637,0.038302,0.039,0.039911
2014/9/22,0.037929,0.038304,0.03918,0.04011
2014/9/19,0.037733,0.038412,0.039052,0.04031
2014/9/18,0.037675,0.039006,0.039544,0.041438
2014/9/17,0.037924,0.039702,0.039921,0.042008
2014/9/16,0.038284,0.039996,0.040178,0.042634
2014/9/15,0.038024,0.039912,0.040021,0.042597
2014/9/12,0.038225,0.040112,0.040267,0.042793
2014/9/11,0.038059,0.040168,0.040399,0.042937
2014/9/10,0.037904,0.040137,0.04031,0.042934
2014/9/9,0.037948,0.03976,0.039835,0.042868
2014/9/5,0.037808,0.039644,0.039829,0.042928
2014/9/4,0.038022,0.039664,0.039825,0.042814
2014/9/3,0.038193,0.039616,0.039892,0.04264
2014/9/2,0.037937,0.039497,0.039728,0.04249
2014/9/1,0.038041,0.039533,0.039725,0.042405
2014/8/29,0.038103,0.039555,0.039709,0.042361
2014/8/28,0.037973,0.039387,0.039778,0.042254
2014/8/27,0.03807,0.039373,0.039991,0.04231
2014/8/26,0.038276,0.039734,0.04017,0.042462
2014/8/25,0.038148,0.039471,0.040157,0.042524
2014/8/22,0.038121,0.039406,0.040056,0.04256
2014/8/21,0.038049,0.039378,0.040059,0.042512
2014/8/20,0.037834,0.039551,0.04013,0.042523
2014/8/19,0.037434,0.039432,0.039939,0.042422
2014/8/18,0.037474,0.039274,0.039465,0.042153
2014/8/15,0.037443,0.039147,0.039625,0.042002
2014/8/14,0.037766,0.03897,0.039369,0.0421
2014/8/13,0.037924,0.039336,0.039655,0.04255
2014/8/12,0.03748,0.039491,0.039724,0.042815
2014/8/11,0.03728,0.03928,0.039809,0.042815
2014/8/8,0.03703,0.03907,0.039807,0.042712
2014/8/7,0.037014,0.039352,0.039771,0.042563
2014/8/6,0.037112,0.039227,0.039821,0.042463
2014/8/5,0.037165,0.039216,0.039759,0.042576
2014/8/4,0.037131,0.039228,0.039859,0.04253
2014/8/1,0.037231,0.039323,0.039957,0.042569
2014/7/31,0.03738,0.039286,0.040014,0.042655
2014/7/30,0.037576,0.039337,0.040285,0.042905
2014/7/29,0.037576,0.039181,0.040244,0.042805
2014/7/28,0.037274,0.038954,0.040157,0.042713
2014/7/25,0.037238,0.038954,0.040202,0.042711
2014/7/24,0.037369,0.039112,0.040347,0.042967
2014/7/23,0.037794,0.03919,0.040292,0.042967
2014/7/22,0.037799,0.039344,0.04055,0.042717
2014/7/21,0.038088,0.039196,0.04055,0.043017
2014/7/18,0.038653,0.039768,0.040767,0.043019
2014/7/17,0.037771,0.039695,0.040667,0.04267
2014/7/16,0.037277,0.039301,0.040154,0.042171
2014/7/15,0.035893,0.038822,0.039786,0.041571
2014/7/14,0.035196,0.038821,0.039623,0.041298
2014/7/11,0.035115,0.038631,0.039578,0.041198
2014/7/10,0.035115,0.03858,0.039529,0.041298
2014/7/9,0.034839,0.038556,0.039477,0.041276
2014/7/8,0.034326,0.038527,0.03954,0.041162
2014/7/7,0.034441,0.038669,0.03941,0.041212
2014/7/4,0.034506,0.039007,0.03954,0.041747
2014/7/3,0.034656,0.038873,0.039327,0.041503
2014/7/2,0.034561,0.038562,0.03903,0.041212
2014/7/1,0.03405,0.038068,0.038528,0.040812
2014/6/30,0.033814,0.037822,0.03844,0.040612
2014/6/27,0.03364,0.037408,0.038368,0.040485
2014/6/26,0.033615,0.037355,0.038362,0.040472
2014/6/25,0.033901,0.037313,0.038261,0.040557
2014/6/24,0.033805,0.037379,0.03831,0.040515
2014/6/23,0.033788,0.037376,0.038517,0.040515
2014/6/20,0.034039,0.037264,0.038364,0.040515
2014/6/19,0.034123,0.03731,0.038491,0.040408
2014/6/18,0.033898,0.037522,0.038459,0.04054
2014/6/17,0.033498,0.037372,0.038359,0.04054
2014/6/16,0.033298,0.037072,0.038429,0.04064
2014/6/13,0.033489,0.037475,0.03867,0.04084
2014/6/12,0.033289,0.037153,0.038363,0.04064
2014/6/11,0.032489,0.037242,0.038295,0.040614
2014/6/10,0.031489,0.037341,0.038452,0.040614
2014/6/9,0.031739,0.037543,0.038863,0.040714
2014/6/6,0.031939,0.037643,0.038854,0.040614
2014/6/5,0.031739,0.037545,0.038648,0.040314
2014/6/4,0.032339,0.037451,0.038542,0.040114
2014/6/3,0.033139,0.037859,0.038628,0.040214
2014/5/30,0.033589,0.038622,0.039339,0.040714
2014/5/29,0.033589,0.038846,0.039459,0.041159
2014/5/28,0.033732,0.038899,0.039618,0.041457
2014/5/27,0.033587,0.039258,0.040018,0.041574
2014/5/26,0.034562,0.03946,0.040011,0.041674
2014/5/23,0.034584,0.03945,0.04011,0.041574
2014/5/22,0.034682,0.039419,0.040212,0.04177
2014/5/21,0.035037,0.039599,0.040425,0.04177
2014/5/20,0.035036,0.039644,0.040427,0.04177
2014/5/19,0.034882,0.039474,0.040472,0.041708
2014/5/16,0.035139,0.039664,0.040424,0.041919
2014/5/15,0.035126,0.039564,0.040322,0.041915
2014/5/14,0.035132,0.039464,0.040424,0.041704
2014/5/13,0.035024,0.03933,0.039997,0.041505
2014/5/12,0.034974,0.039291,0.03991,0.041205
2014/5/9,0.034687,0.039039,0.03991,0.041205
2014/5/8,0.03497,0.039304,0.040307,0.042303
2014/5/7,0.035267,0.039765,0.040657,0.042803
2014/5/6,0.035509,0.03977,0.040758,0.042803
2014/5/5,0.035613,0.039611,0.040956,0.043002
2014/5/4,0.035562,0.039435,0.040806,0.042902
2014/4/30,0.035774,0.039541,0.040353,0.043002
2014/4/29,0.035808,0.039589,0.040053,0.043202
2014/4/28,0.035957,0.039462,0.040068,0.043301
2014/4/25,0.035944,0.039362,0.040209,0.043294
2014/4/24,0.036141,0.039686,0.040314,0.043394
2014/4/23,0.03581,0.039458,0.040614,0.043297
2014/4/22,0.035786,0.039254,0.04067,0.042997
2014/4/21,0.036059,0.039246,0.040843,0.042997
2014/4/18,0.035003,0.03921,0.040821,0.042997
2014/4/17,0.034003,0.03942,0.040624,0.042749
2014/4/16,0.035174,0.04026,0.041454,0.043601
2014/4/15,0.035374,0.04025,0.041606,0.044001
2014/4/14,0.035574,0.040231,0.041587,0.044248
2014/4/11,0.035647,0.040213,0.041673,0.044521
2014/4/10,0.033147,0.04042,0.041913,0.044571
2014/4/9,0.032659,0.039873,0.041941,0.044771
2014/4/8,0.031759,0.039373,0.041873,0.044499
2014/4/4,0.031158,0.039324,0.042057,0.044904
2014/4/3,0.030851,0.039017,0.041943,0.044904
2014/4/2,0.030892,0.038641,0.041648,0.044904
2014/4/1,0.030892,0.03863,0.041619,0.044954
2014/3/31,0.030901,0.038261,0.041595,0.045004
2014/3/28,0.031095,0.038171,0.041774,0.045104
2014/3/27,0.030995,0.03826,0.041481,0.045109
2014/3/26,0.031033,0.038143,0.041467,0.044992
2014/3/25,0.031033,0.038117,0.04149,0.045192
2014/3/24,0.031233,0.038192,0.04149,0.045148
2014/3/21,0.031433,0.038414,0.04136,0.045044
2014/3/20,0.031133,0.03836,0.041628,0.045195
2014/3/19,0.031333,0.037838,0.041646,0.045095
2014/3/18,0.031033,0.037183,0.04143,0.045095
2014/3/17,0.031133,0.037063,0.041039,0.04482
2014/3/14,0.031621,0.036763,0.04119,0.044924
2014/3/13,0.031621,0.037063,0.04149,0.045024
2014/3/12,0.032083,0.036767,0.04149,0.045024
2014/3/11,0.032401,0.037131,0.041651,0.045125
2014/3/10,0.032002,0.037335,0.041716,0.045043
2014/3/7,0.032509,0.038175,0.041849,0.045142
2014/3/6,0.032733,0.038475,0.042066,0.045145
2014/3/5,0.032933,0.038213,0.042094,0.045176
2014/3/4,0.033325,0.038051,0.041969,0.045026
2014/3/3,0.033075,0.037573,0.041278,0.044576
2014/2/28,0.032775,0.037407,0.040923,0.044276
2014/2/27,0.032464,0.037057,0.040616,0.043896
2014/2/26,0.032764,0.037798,0.041458,0.044496
2014/2/25,0.03294,0.037798,0.041054,0.044336
2014/2/24,0.033503,0.038243,0.041581,0.044836
2014/2/21,0.033523,0.038243,0.041938,0.045234
2014/2/20,0.033585,0.038468,0.042291,0.045336
2014/2/19,0.033925,0.038503,0.042452,0.045535
2014/2/18,0.034061,0.038303,0.042429,0.045385
2014/2/17,0.034339,0.038212,0.042099,0.045135
2014/2/14,0.034654,0.037912,0.041913,0.044781
2014/2/13,0.034683,0.038334,0.041864,0.044783
2014/2/12,0.035448,0.039031,0.041914,0.044783
2014/2/11,0.035517,0.039386,0.042092,0.044881
2014/2/10,0.035039,0.039215,0.042098,0.044831
2014/2/8,0.035839,0.039405,0.041885,0.04468
2014/2/7,0.035653,0.039405,0.041888,0.044781
2014/1/30,0.036094,0.040398,0.042185,0.045019
2014/1/29,0.036044,0.040191,0.042262,0.045102
2014/1/28,0.036054,0.04035,0.042154,0.045027
2014/1/27,0.036054,0.039292,0.042261,0.044802
2014/1/26,0.03639,0.039317,0.04272,0.044777
2014/1/24,0.03678,0.039817,0.043074,0.045123
2014/1/23,0.036974,0.040481,0.0432,0.044825
2014/1/22,0.0373,0.040635,0.042856,0.045023
2014/1/21,0.037799,0.04172,0.043482,0.045423
2014/1/20,0.03891,0.042196,0.043814,0.045923
2014/1/17,0.039163,0.042509,0.04375,0.045969
2014/1/16,0.039584,0.042667,0.043733,0.045871
2014/1/15,0.039984,0.042896,0.043677,0.045523
2014/1/14,0.040384,0.04308,0.044163,0.04602
2014/1/13,0.040615,0.043333,0.044387,0.04597
2014/1/10,0.041339,0.043286,0.044414,0.046016
2014/1/9,0.041839,0.043292,0.044508,0.045969
2014/1/8,0.04181,0.043568,0.044712,0.045919
2014/1/7,0.042503,0.043692,0.045143,0.04642
2014/1/6,0.042132,0.044051,0.045293,0.046569
2014/1/3,0.04231,0.044237,0.045169,0.046415
2014/1/2,0.042251,0.044538,0.045068,0.046018
2013/12/31,0.042189,0.044162,0.044583,0.045518
2013/12/30,0.041522,0.043763,0.044389,0.045437
2013/12/27,0.041496,0.043718,0.044474,0.045437
2013/12/26,0.041546,0.043719,0.044418,0.045579
2013/12/25,0.041546,0.044125,0.044564,0.045666
2013/12/24,0.041546,0.044214,0.044559,0.045566
2013/12/23,0.041253,0.044153,0.044804,0.046017
2013/12/20,0.041053,0.044157,0.044799,0.046016
2013/12/19,0.040953,0.04411,0.044705,0.046016
2013/12/18,0.040689,0.04371,0.0445,0.045814
2013/12/17,0.04029,0.043655,0.044343,0.045639
2013/12/16,0.04039,0.043471,0.044337,0.045539
2013/12/13,0.04034,0.043241,0.043886,0.045411
2013/12/12,0.040336,0.043651,0.044287,0.045913
2013/12/11,0.040489,0.043802,0.04478,0.046213
2013/12/10,0.040284,0.044096,0.045124,0.046012
2013/12/9,0.040364,0.043991,0.044418,0.045413
2013/12/6,0.040364,0.043777,0.043868,0.045162
2013/12/5,0.040341,0.043693,0.043736,0.044962
2013/12/4,0.040029,0.043045,0.043419,0.044262
2013/12/3,0.040484,0.043243,0.043519,0.044412
2013/12/2,0.040385,0.043716,0.043517,0.044812
2013/11/29,0.039787,0.042652,0.042612,0.043612
2013/11/28,0.040472,0.04308,0.043323,0.044313
2013/11/27,0.041017,0.043582,0.043714,0.045511
2013/11/26,0.041067,0.043805,0.044512,0.046059
2013/11/25,0.041215,0.043889,0.044582,0.046159
2013/11/22,0.041265,0.04343,0.044538,0.046509
2013/11/21,0.04156,0.044507,0.04495,0.047009
2013/11/20,0.041808,0.045003,0.045124,0.047222
2013/11/19,0.041362,0.044748,0.045098,0.046722
2013/11/18,0.04156,0.044832,0.044998,0.046619
2013/11/15,0.041454,0.044639,0.044698,0.046006
2013/11/14,0.040956,0.043886,0.044,0.045006
2013/11/13,0.041142,0.04363,0.043971,0.044628
2013/11/12,0.041209,0.043626,0.04344,0.044146
2013/11/11,0.041587,0.043999,0.043781,0.044034
2013/11/8,0.040214,0.042039,0.042431,0.043186
2013/11/7,0.040118,0.041617,0.041994,0.042945
2013/11/6,0.039752,0.040717,0.041693,0.042206
2013/11/5,0.039522,0.040438,0.040793,0.042106
2013/11/4,0.039222,0.040063,0.040593,0.041731
2013/11/1,0.039422,0.039952,0.040533,0.041556
2013/10/31,0.039752,0.040099,0.040654,0.041806
2013/10/30,0.040152,0.040527,0.041154,0.042173
2013/10/29,0.037852,0.040442,0.040995,0.042173
2013/10/28,0.037649,0.039587,0.040659,0.04204
2013/10/25,0.037445,0.039383,0.040186,0.04214
2013/10/24,0.036445,0.039078,0.039909,0.04194
2013/10/23,0.035645,0.038866,0.039577,0.041491
2013/10/22,0.035522,0.038714,0.039627,0.041305
2013/10/21,0.035522,0.038515,0.039607,0.041105
2013/10/18,0.035469,0.038503,0.039446,0.041055
2013/10/17,0.035469,0.038266,0.039335,0.040966
2013/10/16,0.035169,0.038273,0.039284,0.040966
2013/10/15,0.035169,0.038278,0.039023,0.040791
2013/10/14,0.035427,0.038125,0.039074,0.040663
2013/10/12,0.035427,0.037927,0.038784,0.040263
2013/10/11,0.035427,0.037933,0.038838,0.040265
2013/10/10,0.035627,0.037945,0.038838,0.040166
2013/10/9,0.035539,0.037998,0.038825,0.040316
2013/10/8,0.035451,0.037928,0.0388,0.039903
2013/9/30,0.035451,0.037873,0.038755,0.039954
2013/9/29,0.035601,0.037972,0.038844,0.040002
2013/9/27,0.035501,0.037964,0.038806,0.040002
2013/9/26,0.035501,0.037947,0.038579,0.039901
2013/9/25,0.036,0.038226,0.039047,0.040202
2013/9/24,0.0361,0.038528,0.039223,0.040201
2013/9/23,0.035881,0.038697,0.039362,0.040095
2013/9/22,0.03573,0.038251,0.039195,0.039851
2013/9/18,0.035906,0.038717,0.039882,0.040502
2013/9/17,0.035906,0.038693,0.039846,0.040721
2013/9/16,0.035906,0.038976,0.040128,0.041201
2013/9/13,0.036106,0.039174,0.040165,0.041406
2013/9/12,0.035906,0.039516,0.04021,0.041291
2013/9/11,0.036106,0.039815,0.040244,0.041341
2013/9/10,0.036106,0.039573,0.039974,0.04065
2013/9/9,0.036106,0.03936,0.039616,0.04055
2013/9/6,0.036012,0.039281,0.039557,0.040455
2013/9/5,0.036055,0.039303,0.039564,0.04055
2013/9/4,0.03598,0.039002,0.03974,0.04055
2013/9/3,0.036173,0.038707,0.039218,0.040404
2013/9/2,0.036173,0.038518,0.039187,0.040356
2013/8/30,0.036186,0.038438,0.039181,0.040354
2013/8/29,0.036086,0.03862,0.039084,0.0403
2013/8/28,0.036235,0.038468,0.038964,0.040222
2013/8/27,0.036215,0.038219,0.038517,0.039654
2013/8/26,0.036212,0.038017,0.038474,0.039555
2013/8/23,0.036435,0.038261,0.038714,0.039916
2013/8/22,0.036436,0.03871,0.039316,0.040302
2013/8/21,0.036341,0.038798,0.039416,0.040382
2013/8/20,0.036241,0.039081,0.039868,0.040881
2013/8/19,0.036241,0.038831,0.03896,0.040103
2013/8/16,0.036041,0.037931,0.038717,0.039401
2013/8/15,0.035541,0.037746,0.038905,0.039602
2013/8/14,0.035373,0.037867,0.038881,0.039516
2013/8/13,0.034837,0.036824,0.038407,0.039252
2013/8/12,0.034479,0.036224,0.03776,0.038513
2013/8/9,0.034333,0.036024,0.037453,0.038407
2013/8/8,0.034271,0.035724,0.037313,0.038455
2013/8/7,0.034069,0.035524,0.036841,0.037703
2013/8/6,0.034047,0.035424,0.036323,0.037153
2013/8/5,0.03419,0.035324,0.036275,0.037104
2013/8/2,0.033938,0.035224,0.036187,0.037034
2013/8/1,0.034347,0.035252,0.036135,0.037053
2013/7/31,0.034908,0.035551,0.036551,0.037214
2013/7/30,0.035,0.035835,0.036705,0.037227
2013/7/29,0.035128,0.03602,0.036712,0.037228
2013/7/26,0.035034,0.035767,0.036668,0.037152
2013/7/25,0.035107,0.035727,0.036956,0.037102
2013/7/24,0.035746,0.036439,0.03705,0.037952
2013/7/23,0.035503,0.036239,0.035984,0.037602
2013/7/22,0.035248,0.035281,0.03548,0.037401
2013/7/19,0.034624,0.034315,0.034982,0.037051
2013/7/18,0.034544,0.034015,0.03479,0.036903
2013/7/17,0.034345,0.033514,0.034657,0.03669
2013/7/16,0.034299,0.033414,0.034391,0.03619
2013/7/15,0.034998,0.033436,0.034247,0.036102
2013/7/12,0.035006,0.033306,0.034115,0.036001
2013/7/11,0.035001,0.032783,0.033796,0.035902
2013/7/10,0.035001,0.032235,0.033492,0.035802
2013/7/9,0.034016,0.031778,0.033272,0.035202
2013/7/8,0.033916,0.031311,0.032933,0.035177
2013/7/5,0.033716,0.030954,0.032629,0.035127
2013/7/4,0.033912,0.031083,0.032629,0.035102
2013/7/3,0.034212,0.031204,0.03275,0.035302
2013/7/2,0.033721,0.031604,0.032917,0.035243
2013/7/1,0.034706,0.032334,0.032911,0.035245
2013/6/28,0.034812,0.032033,0.032909,0.035125
2013/6/27,0.034463,0.033287,0.033258,0.035231
2013/6/26,0.035738,0.03322,0.033611,0.0355
2013/6/25,0.036504,0.034617,0.035108,0.035999
2013/6/24,0.036504,0.0355,0.035397,0.035999
2013/6/21,0.036106,0.035992,0.035797,0.036014
2013/6/20,0.035606,0.036054,0.036209,0.037016
2013/6/19,0.032606,0.033597,0.033809,0.035516
2013/6/18,0.031509,0.032599,0.033015,0.034818
2013/6/17,0.031,0.032103,0.032814,0.034785
2013/6/14,0.031024,0.032002,0.03275,0.034689
2013/6/13,0.030859,0.031401,0.032567,0.034591
2013/6/9,0.030844,0.0311,0.032205,0.034491
2013/6/8,0.031007,0.031648,0.032353,0.034822
2013/6/7,0.030309,0.031386,0.032286,0.034822
2013/6/6,0.029362,0.031111,0.032097,0.034651
2013/6/5,0.029112,0.030917,0.031897,0.034615
2013/6/4,0.028812,0.030822,0.031763,0.034603
2013/6/3,0.028714,0.030813,0.031704,0.034478
2013/5/31,0.028682,0.030607,0.031573,0.034399
2013/5/30,0.028609,0.030561,0.031468,0.03434
2013/5/29,0.02861,0.03053,0.031443,0.03434
2013/5/28,0.028609,0.03056,0.030978,0.034206
2013/5/27,0.028655,0.030708,0.031169,0.034166
2013/5/24,0.028673,0.03075,0.031288,0.034181
2013/5/23,0.028649,0.030772,0.031288,0.03413
2013/5/22,0.028714,0.030809,0.031445,0.034153
2013/5/21,0.028812,0.030831,0.031436,0.034253
2013/5/20,0.028653,0.030761,0.031436,0.034253
2013/5/17,0.028622,0.030627,0.031436,0.034213
2013/5/16,0.028459,0.030627,0.031435,0.034219
2013/5/15,0.028298,0.030601,0.031373,0.034218
2013/5/14,0.028412,0.030594,0.031016,0.034248
2013/5/13,0.028416,0.030468,0.03098,0.034238
2013/5/10,0.028305,0.030375,0.031003,0.034212
2013/5/9,0.02833,0.030216,0.031232,0.034317
2013/5/8,0.028329,0.030127,0.031282,0.034345
2013/5/7,0.028052,0.02997,0.030962,0.034261
2013/5/6,0.028008,0.030029,0.03147,0.034354
2013/5/3,0.027759,0.029783,0.031346,0.034212
2013/5/2,0.027768,0.029801,0.031471,0.034119
2013/4/28,0.027842,0.02975,0.031329,0.034314
2013/4/27,0.027905,0.029966,0.031406,0.034311
2013/4/26,0.028162,0.03008,0.031503,0.034313
2013/4/25,0.028311,0.030104,0.031953,0.034314
2013/4/24,0.028243,0.030268,0.031978,0.034498
2013/4/23,0.028495,0.03031,0.031999,0.034629
2013/4/22,0.028898,0.030423,0.032349,0.034867
2013/4/19,0.028663,0.030185,0.032214,0.034503
2013/4/18,0.027585,0.030087,0.032081,0.034431
2013/4/17,0.027085,0.029897,0.031903,0.034131
2013/4/16,0.026719,0.029813,0.031589,0.034005
2013/4/15,0.026636,0.030103,0.031959,0.034405
2013/4/12,0.02679,0.030067,0.03208,0.034655
2013/4/11,0.026575,0.03021,0.03217,0.034705
2013/4/10,0.026504,0.030072,0.032064,0.034624
2013/4/9,0.026421,0.030244,0.032261,0.034705
2013/4/8,0.026432,0.030374,0.032392,0.034905
2013/4/7,0.026702,0.03016,0.032143,0.034907
2013/4/3,0.026741,0.030255,0.032305,0.035005
2013/4/2,0.026716,0.030253,0.032434,0.035106
2013/4/1,0.026799,0.030744,0.032741,0.035303
2013/3/29,0.02679,0.030917,0.032972,0.035392
2013/3/28,0.026855,0.030912,0.032999,0.035505
2013/3/27,0.026879,0.031053,0.03303,0.035611
2013/3/26,0.027121,0.030965,0.033029,0.035717
2013/3/25,0.027221,0.030965,0.033028,0.03577
2013/3/22,0.027341,0.030961,0.03306,0.035816
2013/3/21,0.027341,0.030964,0.033051,0.035819
2013/3/20,0.027441,0.030963,0.032936,0.035722
2013/3/19,0.027514,0.030953,0.032954,0.035922
2013/3/18,0.027594,0.031075,0.032983,0.035971
2013/3/15,0.027503,0.031047,0.032989,0.035919
2013/3/14,0.027687,0.031065,0.032838,0.035919
2013/3/13,0.027659,0.030984,0.032791,0.035898
2013/3/12,0.027669,0.031015,0.032879,0.035897
2013/3/11,0.027719,0.031119,0.032976,0.03583
2013/3/8,0.027675,0.031025,0.032792,0.035816
2013/3/7,0.027645,0.030972,0.032768,0.035813
2013/3/6,0.027639,0.030943,0.032571,0.035802
2013/3/5,0.027656,0.030935,0.032721,0.03576
2013/3/4,0.027727,0.030943,0.032707,0.035785
2013/3/1,0.027727,0.031136,0.033048,0.035878
2013/2/28,0.027612,0.031078,0.032978,0.035957
2013/2/27,0.027528,0.031025,0.032928,0.035904
2013/2/26,0.027862,0.031082,0.033018,0.035948
2013/2/25,0.027199,0.031081,0.032967,0.035821
2013/2/22,0.027107,0.030828,0.032811,0.035708
2013/2/21,0.027059,0.030672,0.032794,0.035623
2013/2/20,0.026929,0.030638,0.032652,0.035632
2013/2/19,0.027091,0.030613,0.032776,0.035931
2013/2/18,0.02722,0.03066,0.032692,0.035929
2013/2/17,0.027117,0.03051,0.032665,0.035847
2013/2/16,0.027161,0.030564,0.032656,0.035922
2013/2/8,0.027658,0.03066,0.032652,0.035859
2013/2/7,0.027883,0.030855,0.032659,0.035928
2013/2/6,0.027869,0.030956,0.03273,0.035922
2013/2/5,0.027709,0.031056,0.032724,0.03591
2013/2/4,0.027824,0.031159,0.032687,0.036016
2013/2/1,0.028064,0.031126,0.032633,0.036004
2013/1/31,0.028047,0.031129,0.032653,0.036054
2013/1/30,0.028091,0.031274,0.032695,0.036053
2013/1/29,0.028226,0.031129,0.032627,0.036116
2013/1/28,0.028495,0.03139,0.032551,0.036042
2013/1/25,0.02834,0.031074,0.032335,0.035837
2013/1/24,0.028383,0.031112,0.032417,0.035816
2013/1/23,0.028373,0.030968,0.032293,0.035682
2013/1/22,0.027902,0.030729,0.032086,0.035705
2013/1/21,0.028002,0.030729,0.032057,0.035743
2013/1/18,0.027811,0.030784,0.03213,0.035834
2013/1/17,0.028111,0.030911,0.032353,0.035986
2013/1/16,0.02811,0.030964,0.032497,0.036047
2013/1/15,0.027995,0.0309,0.032489,0.036008
2013/1/14,0.028361,0.03099,0.032564,0.036023
2013/1/11,0.028648,0.030869,0.032607,0.035999
2013/1/10,0.028547,0.030741,0.032393,0.03595
2013/1/9,0.028341,0.030536,0.032143,0.03575
2013/1/8,0.028498,0.030646,0.032183,0.035943
2013/1/7,0.028689,0.030912,0.032407,0.035965
2013/1/6,0.028688,0.030983,0.0324,0.03595
2013/1/5,0.028768,0.030942,0.032541,0.036003
2013/1/4,0.029189,0.03136,0.032723,0.036062
2012/12/31,0.02905,0.030956,0.032227,0.035738
2012/12/28,0.028985,0.031001,0.032335,0.035752
2012/12/27,0.029073,0.031262,0.03251,0.035803
2012/12/26,0.029278,0.031528,0.032821,0.035925
2012/12/25,0.029178,0.031569,0.033025,0.035955
2012/12/24,0.029375,0.031595,0.032986,0.036009
2012/12/21,0.029179,0.03157,0.032958,0.03606
2012/12/20,0.029102,0.031576,0.032976,0.036086
2012/12/19,0.029063,0.031517,0.032906,0.035942
2012/12/18,0.029114,0.031518,0.03289,0.035843
2012/12/17,0.028937,0.031562,0.033003,0.035814
2012/12/14,0.028919,0.031585,0.032911,0.035781
2012/12/13,0.029007,0.031446,0.032875,0.035649
2012/12/12,0.029089,0.031522,0.03293,0.035666
2012/12/11,0.028999,0.03162,0.033009,0.035658
2012/12/10,0.028975,0.031651,0.03308,0.035707
2012/12/7,0.028952,0.031591,0.033014,0.035689
2012/12/6,0.028986,0.031538,0.032912,0.03558
2012/12/5,0.029106,0.031104,0.032912,0.035622
2012/12/4,0.028815,0.030904,0.032795,0.035498
2012/12/3,0.028744,0.030659,0.032647,0.035397
2012/11/30,0.028834,0.030534,0.032636,0.035332
2012/11/29,0.028665,0.030317,0.032474,0.035311
2012/11/28,0.028315,0.030186,0.032313,0.035535
2012/11/27,0.028439,0.030216,0.032047,0.03557
2012/11/26,0.028399,0.030156,0.031852,0.035511
2012/11/23,0.028231,0.029959,0.031801,0.035428
2012/11/22,0.028216,0.029856,0.031781,0.035357
2012/11/21,0.028116,0.029865,0.031454,0.035205
2012/11/20,0.028263,0.029965,0.031286,0.035111
2012/11/19,0.028633,0.029953,0.031259,0.03501
2012/11/16,0.028886,0.030353,0.031492,0.035133
2012/11/15,0.029152,0.03045,0.031686,0.035279
2012/11/14,0.029188,0.030498,0.031711,0.035356
2012/11/13,0.029224,0.030492,0.031761,0.03547
2012/11/12,0.029424,0.030492,0.031902,0.035585
2012/11/9,0.029377,0.03044,0.031833,0.035594
2012/11/8,0.029423,0.030637,0.031943,0.035609
2012/11/7,0.029341,0.030786,0.031994,0.035644
2012/11/6,0.029438,0.030857,0.032,0.035771
2012/11/5,0.029475,0.030869,0.03206,0.035872
2012/11/2,0.029555,0.03092,0.032164,0.035852
2012/11/1,0.029429,0.030753,0.032353,0.035984
2012/10/31,0.029327,0.0304,0.032152,0.035739
2012/10/30,0.029533,0.030503,0.032103,0.035648
2012/10/29,0.029848,0.030793,0.032228,0.035668
2012/10/26,0.029766,0.030813,0.032378,0.035727
2012/10/25,0.029764,0.030849,0.032291,0.035672
2012/10/24,0.029421,0.03084,0.032257,0.035478
2012/10/23,0.029061,0.030597,0.032133,0.035454
2012/10/22,0.02905,0.03055,0.032115,0.035293
2012/10/19,0.02922,0.03077,0.032148,0.03535
2012/10/18,0.028971,0.030599,0.032001,0.03519
2012/10/17,0.028441,0.030575,0.031992,0.035036
2012/10/16,0.027641,0.030355,0.031879,0.034903
2012/10/15,0.027511,0.030436,0.031704,0.03473
2012/10/12,0.027543,0.030534,0.03184,0.034807
2012/10/11,0.02762,0.030779,0.032068,0.03499
2012/10/10,0.027644,0.031014,0.032158,0.035036
2012/10/9,0.027844,0.030906,0.032048,0.034921
2012/10/8,0.027845,0.030865,0.032033,0.034814
2012/9/29,0.027921,0.030665,0.031738,0.034574
2012/9/28,0.027921,0.030573,0.031719,0.034575
2012/9/27,0.028121,0.030548,0.031495,0.034525
2012/9/26,0.028318,0.030563,0.031764,0.034444
2012/9/25,0.028485,0.030961,0.032434,0.034676
2012/9/24,0.028401,0.03154,0.032891,0.034956
2012/9/21,0.028401,0.031539,0.032806,0.034998
2012/9/20,0.028271,0.031877,0.032823,0.035171
2012/9/19,0.028022,0.032096,0.033072,0.035166
2012/9/18,0.028022,0.031967,0.032963,0.035216
2012/9/17,0.027984,0.032586,0.033521,0.035717
2012/9/14,0.027984,0.032262,0.033079,0.035485
2012/9/13,0.027365,0.031784,0.032689,0.034834
2012/9/12,0.027023,0.03165,0.032645,0.034909
2012/9/11,0.026574,0.03076,0.03203,0.034714
2012/9/10,0.026475,0.030498,0.031826,0.034611
2012/9/7,0.026364,0.029879,0.031258,0.034162
2012/9/6,0.026155,0.029389,0.030761,0.033963
2012/9/5,0.026255,0.02925,0.030762,0.033887
2012/9/4,0.026251,0.029041,0.030727,0.033836
2012/9/3,0.026775,0.029402,0.030954,0.034001
2012/8/31,0.026806,0.029766,0.031063,0.033928
2012/8/30,0.026917,0.029813,0.030971,0.033904
